"id";"id_tipo_actividad_academica";"titulo";"descripcion";"nivel_uno";"nivel_dos";"minutos_duracion";"materiales"
"11";"1";"Juegos de Rimas";"La docente muestra una tarjeta con una imagen y una palabra [por ejemplo, ""gato""]. Los niños piensan en palabras que riman con la palabra de la tarjeta [por ejemplo, ""pato""]. Los niños repiten las palabras en voz alta, enfocándose en la articulación. La docente muestra una tarjeta con una imagen y una palabra más compleja [por ejemplo, ""mariposa""]. Los niños piensan en palabras que riman con la palabra de la tarjeta [por ejemplo, ""rosa""]. Los niños repiten las palabras en voz alta, enfocándose en la articulación.";"Crear un pequeño verso utilizando las palabras que riman";"Crear un pequeño poema utilizando las palabras que riman";"45";"Tarjetas con imágenes y palabras que riman"
"12";"1";"Cuentacuentos Interactivo";"La docente lee un cuento corto y simple en voz alta. Los niños repiten frases claves del cuento después del maestro. Los niños practican la articulación de las palabras y frases. La docente lee un cuento más largo y complejo en voz alta. Los niños participan activamente, completando frases o respondiendo preguntas sobre el cuento. Los niños practican la articulación de palabras y frases más largas.";"Representar las frases con movimientos o gestos";"Crear su propio final para el cuento y compartirlo con el grupo";"45";"Un cuento corto, Cuento largo con imágenes"
"13";"1";"Canto en Ronda";"La docente canta una canción corta y simple [por ejemplo, ""Twinkle, Twinkle Little Star""]. Los niños repiten la canción en pequeños grupos o individualmente. Los niños practican la articulación y ritmo de la canción. La docente canta una canción con varios versos [por ejemplo, ""Old MacDonald Had a Farm""]. Los niños repiten cada verso después del maestro. Los niños practican la articulación y ritmo de la canción.";"Acompañar la canción con movimientos de manos o gestos.";"Añadir sus propios versos a la canción";"45";"Letra de canciones simples y conocidas."
"14";"1";"Karaoke Infantil";"La docente reproduce una canción corta y conocida. Los niños cantan la canción siguiendo la letra en una pantalla o un papel. Los niños practican la articulación y ritmo de la canción. La docente introduce una nueva canción y canta el primer verso. Los niños repiten el verso y continúan con el resto de la canción. Los niños practican la articulación y ritmo de la canción.";"Cantar en grupos pequeños o individualmente.";"Hacer una presentación final de la canción para sus compañeros";"45";"Equipo de karaoke o grabación de canciones nuevas"
"15";"1";"Juego de Identificación";"La docente muestra una tarjeta con la imagen de un objeto familiar [por ejemplo, una pelota]. Los niños nombran el objeto en voz alta. Los niños buscan y señalan el objeto en el aula. La docente muestra una tarjeta con la foto de una persona familiar. Los niños nombran a la persona en voz alta. Los niños describen algo sobre la persona [por ejemplo, ""Este es mi papá, él es alto""].";"Agrupar las tarjetas según diferentes categorías [juguetes, alimentos].";"Crear un libro de fotos con descripciones de las personas importantes en su vida.";"45";"Tarjetas con fotos de personas y objetos familiares [padres, maestros, compañeros]."
"16";"1";"Juego de Memoria";"Se colocan las tarjetas boca abajo en una mesa. Los niños voltean dos tarjetas a la vez, tratando de encontrar pares de objetos iguales. Los niños nombran los objetos en las tarjetas. Se colocan las tarjetas boca abajo en una mesa. Los niños voltean dos tarjetas a la vez, tratando de encontrar pares de personas iguales. Los niños nombran a las personas en las tarjetas.";"Describir los objetos en las tarjetas antes de voltearlas nuevamente";"Contar una pequeña historia sobre las personas en las tarjetas antes de voltearlas nuevamente.";"45";"Tarjetas con imágenes de objetos; Tarjetas con fotos de personas familiares"
"17";"1";"Hora del Cuento";"Leer un cuento corto en voz alta. Los niños se sientan en círculo y escuchan con atención. Después de la lectura, los niños comentan sobre su parte favorita del cuento. Leer un cuento en voz alta, haciendo preguntas durante la lectura [por ejemplo, ""¿Qué crees que hará el personaje ahora?""]. Los niños responden a las preguntas y participan activamente. Después de la lectura, los niños recrean una parte del cuento con títeres o juguetes.";"Dibujar una escena del cuento después de la lectura";"Inventar un final alternativo para el cuento y compartirlo con el grupo.";"45";"Libros de cuentos cortos y simples; Libros de cuentos con preguntas interactivas"
"18";"1";"Teatro de Cuentos";"La docente cuenta un cuento corto y simple. Los niños eligen personajes del cuento y se visten con disfraces simples. Los niños actúan el cuento siguiendo la narración del maestro. Los niños crean su propio cuento en grupos pequeños. Dibujan escenas y personajes del cuento. Actúan su cuento frente a sus compañeros usando disfraces y accesorios.";"Usar títeres en lugar de disfraces para representar el cuento";"Grabar su actuación y ver el video juntos para analizar y disfrutar su trabajo.";"45";"Disfraces y accesorios simples, Papel, lápices de colores, accesorios para disfraces"
"19";"1";"Juego de Simón Dice";"La docente da instrucciones simples, como ""Simón dice, sube las manos"" o ""Simón dice, siéntate abajo"". Los niños deben seguir las instrucciones solo si empiezan con ""Simón dice"". Se repiten diferentes combinaciones para practicar subir, abajo, adelante y atrás. La docente da instrucciones más complejas, como ""Simón dice, da un paso adelante y luego sube las manos"". Los niños deben seguir las instrucciones solo si empiezan con ""Simón dice"". Se repiten diferentes combinaciones para practicar múltiples direcciones.";"Turnarse para ser ""Simón"" y dar las instrucciones";"Crear sus propias combinaciones de movimientos y dar instrucciones al grupo.";"45";"Espacio amplio para moverse"
"20";"1";"Carrera de Obstáculos";"Se crea una carrera de obstáculos simple donde los niños deben subir sobre cajas, agacharse abajo de cintas y moverse adelante y atrás entre conos. Los niños siguen un recorrido marcado mientras practican las direcciones. Se anima a los niños a nombrar cada acción mientras la realizan. Se crea una carrera de obstáculos más compleja con túneles para arrastrarse adelante, cajas más altas para subir y cintas más bajas para agacharse abajo. Los niños siguen un recorrido marcado mientras practican las direcciones. Se anima a los niños a narrar su recorrido usando términos espaciales.";"Añadir más obstáculos o variar el recorrido para mayor desafío.";"Diseñar su propia carrera de obstáculos y guiar a sus compañeros a través de ella.";"45";"Conos, cajas, cintas, túneles de juguete"
"21";"1";"Clasificación de Objetos  V1";"Los niños reciben varios objetos de diferentes longitudes. Clasifican los objetos en dos categorías: largo y corto. Discuten en grupo por qué ciertos objetos son largos y otros son cortos. Los niños reciben varios objetos naturales de diferentes longitudes. Clasifican los objetos en dos categorías: largo y corto. Discuten en grupo por qué ciertos objetos son largos y otros son cortos.";"Medir los objetos con una regla simple para ver la diferencia en longitud.";"Buscar objetos en el patio y clasificarlos";"45";"Varillas de diferente longitud, cuerdas, lápices, Ramas, hojas, piedras"
"22";"1";"Juego de Longitudes";"Distribuir cintas de diferentes longitudes a los niños. Los niños deben emparejar cintas del mismo color y determinar cuál es más larga y cuál más corta. Socializar en grupo las diferencias observadas. Organizar una carrera donde los niños deben llevar cintas de diferentes longitudes a una meta. Los niños deben clasificar las cintas como largas o cortas al llegar a la meta. Discutir en grupo las diferencias observadas.";"Usar las cintas para medir diferentes partes del aula y comparar longitudes.";"Medir la longitud de diferentes objetos en el aula usando las cintas y comparar.";"45";"Cintas de diferentes longitudes, palitos de helados"
"23";"1";"Clasificación de Objetos por Color V1";"Coloca las dos cajas en el centro del área de trabajo. Presenta los objetos de colores mezclados a los niños. Pide a los niños que seleccionen un objeto a la vez y lo coloquen en la caja del color correspondiente [azul o rojo]. Los niños verbalizan el color de cada objeto antes de colocarlo en la caja. Coloca las dos cajas en el centro del área de trabajo. Presenta los objetos de colores mezclados, incluyendo colores que no son azul y rojo. Pide a los niños que seleccionen un objeto a la vez y lo coloquen en la caja del color correspondiente [azul o rojo]. Si el objeto no es azul ni rojo, lo deben poner a un lado. Los niños verbalizan el color de cada objeto antes de colocarlo en la caja o apartarlo.";"Usar canciones relacionadas con los colores para hacer la actividad más interactiva [por ejemplo, cantar “Twinkle, Twinkle, Little Star” mientras identifican objetos azules].";"Añade una actividad de conteo donde los niños cuenten cuántos objetos de cada color hay en las cajas al final de la actividad";"45";"Cajas de diferentes colores [una azul y una roja], una colección de objetos pequeños en los colores azul y rojo [bloques de construcción, juguetes, piezas de rompecabezas, etc.]; Cajas de diferentes colores [una azul y una roja], una colección de objetos pequeños en los colores azul y rojo, algunos objetos de otros colores [amarillo, verde]."
"24";"1";"Pintura con Esponjas";"Coloca un papel grande en el área de trabajo y pon las pinturas azul y roja en platos. Da a cada niño una esponja y deja que la sumerjan en la pintura de su elección. Los niños usan las esponjas para estampar pintura en el papel, creando formas y patrones. Alentamos a los niños a verbalizar el color que están usando. Coloca un papel grande en el área de trabajo y pon las pinturas azul y roja en platos. Da a cada niño una esponja y da instrucciones específicas, como “haz un círculo azul” o “haz una línea roja”. Los niños siguen las instrucciones para crear un patrón específico en el papel. Alentamos a los niños a verbalizar cada paso [por ejemplo, ""Estoy haciendo un círculo azul""].";"Guiarlos para hacer patrones alternando los colores azul y rojo";"Turnarse para dar instrucciones a sus compañeros, fomentando el liderazgo y la comunicación.";"45";"Esponjas de diferentes formas, pintura azul y roja, papel grande para pintar"
"25";"1";"Búsqueda de Cuadrados";"Mostrar una tarjeta con la imagen de un cuadrado. Los niños buscan objetos en el aula que tengan forma de cuadrado [por ejemplo, libros, ventanas]. Cada niño muestra y nombra el objeto encontrado. Mostrar una tarjeta con la imagen de un cuadrado. Los niños buscan objetos en el patio que tengan forma de cuadrado [por ejemplo, baldosas, juegos]. Cada niño muestra y nombra el objeto encontrado.";"Hacer un dibujo de todos los objetos cuadrados que encontraron";"Tomar fotos de los objetos cuadrados y crear un collage";"45";"Tarjetas con imágenes de cuadrados."
"26";"1";"Creación de Cuadrados";"Los niños reciben cuatro palitos de helado. Pegan los palitos para formar un cuadrado. Decorar el cuadrado con colores y texturas. Variación: Los niños pueden crear una composición artística usando varios cuadrados. Los niños reciben arcilla o plastilina. Moldean la arcilla para formar un cuadrado. Pueden decorar o añadir detalles al cuadrado.";"Crear una composición artística usando varios cuadrados.";"Crear una escena o figura utilizando varios cuadrados";"45";"Palitos de helado, colbón, Arcilla o plastilina,"
"27";"1";"Juego de Carta de Animales";"Muestra una carta a la vez y nombra el animal. Pide a los niños que repitan el nombre del animal. Coloca todas las cartas en la mesa y pide a los niños que encuentren un animal específico [por ejemplo, ""Encuentra el perro""]. Coloca las cartas en un lado de la mesa y las figuras de los animales en el otro. Pide a los niños que seleccionen una figura de animal y encuentren la carta correspondiente. Los niños deben decir el nombre del animal mientras hacen la asociación.";"Incluir sonidos de los animales para ayudar a los niños a asociar el sonido con el animal.";"Niños que hagan el sonido del animal mientras realizan la asociación";"45";"Cartas con imágenes de un perro, un gato, un pollo y un pato; figuras de juguete de los mismos animales."
"28";"1";"Canta y Actúa Canciones de Animales";"Canta una canción simple sobre animales domésticos [por ejemplo, ""Old MacDonald Had a Farm""]. Mientras cantas, muestra imágenes de los animales mencionados en la canción. Pide a los niños que imiten los sonidos de los animales mientras los nombran.Reparte las máscaras o accesorios a los niños. Canta una canción sobre animales domésticos e invita a los niños a representar el animal que les corresponde. Los niños deben hacer los sonidos y movimientos del animal mientras cantan.";"Usa títeres de dedo para representar a los animales mientras cantas";"Organiza una pequeña ""obra"" donde cada niño presenta su animal al grupo";"45";"Máscaras de animales o accesorios simples [orejas de perro, orejas de gato, plumas para pollo y pato]. Video https://www.youtube.com/watch?v=36lZMy222Rk"
"29";"1";"Picado de Papel ";"Dar a cada niño una hoja de papel de color. Mostar cómo usar el punzón para picar agujeros en el papel. Pide a los niños que hagan agujeros alrededor del borde de la hoja de papel. Colocar una plantilla sobre el papel de color. Muestra a los niños cómo picar agujeros siguiendo la plantilla. Los niños pican alrededor de la plantilla para crear una forma.";"Picar siguiendo una línea dibujada simple en el papel [como una forma de estrella o círculo].";"Hacer un collage con las formas picadas y pegarlas en una hoja grande";"45";"Papel de colores, punzones, almohadilla para picar, plantillas de formas simples [estrella, círculo, cuadrado]."
"30";"1";"Amasado de Plastilina";"Dar a cada niño un trozo de plastilina. Muestra cómo amasar la plastilina y formar bolas y serpientes. Pide a los niños que hagan varias bolas y serpientes de diferentes tamaños. Da a cada niño un trozo de plastilina y varios cortadores. Muestra cómo amasar la plastilina y usar los cortadores para hacer diferentes formas. Pide a los niños que creen una escena o figura utilizando las formas cortadas.";"Hacer una pequeña ""obra de arte"" con las bolas y serpientes, como una oruga o una torre.";"Trabajar juntos para crear una escena más grande, como un jardín o una granja.";"45";"Plastilina de diferentes colores, cortadores de plastilina de diferentes formas."
"31";"1";"Pintura con las Manos";"Coloca el papel grande en una mesa o en el suelo. Da a los niños botes de pintura y deja que usen sus manos para esparcir la pintura sobre el papel. Los niños pueden mezclar colores y hacer patrones libremente. Coloca el papel grande en una mesa o en el suelo. Muestra a los niños cómo usar las plantillas para pintar formas específicas. Los niños usan sus manos para esparcir la pintura dentro de las plantillas.";"Crear formas simples como círculos y líneas con la pintura";"Mezclar colores dentro de las plantillas para ver qué colores nuevos pueden crear.";"45";"Pintura Comestible [Gelatina de Colores, leche condensada], cartulina, plantillas de formas simples [estrella, círculo, cuadrado]."
"32";"1";"Pegado de Collage";"Colocar el papel grande en una mesa o en el suelo. Dar a los niños trozos de papel de colores, botones y lentejuelas. Los niños usan sus manos para aplicar pegamento y esparcir los materiales sobre el papel. Colocar el papel grande en una mesa o en el suelo. Muestra a los niños cómo usar las plantillas para aplicar pegamento dentro de las formas. Los niños esparcen los materiales dentro de las formas creadas con las plantillas.";"Crear un patrón o diseño con los materiales";"Trabajar en grupo para llenar una forma grande con diferentes materiales.";"45";"Pegamento en barra, papel grande o cartulina, trozos de papel de colores, botones, lentejuelas. plantillas de formas simples"
"33";"1";"Juego de Posturas";"Colocar las alfombras o tapetes en diferentes lugares del aula. Mostrar a los niños cómo pararse, sentarse y agacharse en las alfombras o tapetes. Pedir a los niños que imiten tus posturas en las alfombras o tapetes. Marcar un camino con cinta adhesiva en el suelo, incluyendo curvas y líneas rectas. Indicar a los niños que caminen sobre el camino con diferentes posturas [de pie, a gatas, de puntillas]. Pedir a los niños que cambien de postura según tus indicaciones [por ejemplo, ""Ahora de puntillas""].";"Cambiar las posturas rápidamente y hacer que los niños sigan el ritmo";"Incluir pausas donde los niños deben mantener una postura específica durante unos segundos.";"45";"Alfombras de colores o pequeños tapetes; Cinta adhesiva de colores para marcar un camino en el suelo"
"34";"1";"Circuito de Posturas";"Mostrar a los niños cómo moverse por el circuito adoptando diferentes posturas [gatear, caminar, saltar]. Los niños recorren el circuito imitando las posturas que tú indiques. Indicar a los niños que adopten posturas específicas en cada parte del circuito [saltos en la colchoneta, gateo en el túnel, etc.]. Los niños recorren el circuito siguiendo las instrucciones.";"Agregar túneles de juego para que los niños pasen gateando";"Cronometrar a los niños para ver cuánto tiempo tardan en completar el circuito, incentivándolos a mejorar su tiempo sin sacrificar la postura adecuada.";"45";"Conos, sillas, túneles de juego, colchonetas"
"35";"1";"Encajes Básicos";"Presentar a los niños el rompecabezas de cuatro piezas. Mostrar cómo encajar cada pieza en su lugar. Dejar que los niños intenten encajar las piezas por sí mismos.  Presentar a los niños el rompecabezas de seis piezas. Mostrar cómo encajar cada pieza en su lugar. Deja que los niños intenten encajar las piezas por sí mismos.";"Proporcionar rompecabezas con imágenes familiares para los niños [animales, frutas, etc.].";"Introducir rompecabezas de diferentes temáticas y complejidad a medida que los niños mejoren.";"45";"Rompecabezas de cuatro y seis piezas grandes"
"36";"1";"Creación de Encajes";"Dibujar una figura simple en el cartón y córtala en cuatro piezas. Dejar que los niños coloreen las piezas. Los niños encajan las piezas para formar la figura completa. Dibujar una figura más compleja en el cartón y córtala en seis piezas. Dejar que los niños coloreen las piezas. Los niños encajan las piezas para formar la figura completa.";"Usar formas geométricas básicas para los encajes";"Introducir figuras más detalladas, como animales o paisajes simples";"45";"Cartón, tijeras, colores"
"37";"1";"Figuras Simples";"Dar a cada niño una hoja con un dibujo grande [círculo, cuadrado, estrella]. Mostrar cómo colorear dentro de las líneas usando crayolas gruesas. Dejar que los niños coloreen las figuras. Dar a cada niño una hoja con un dibujo más detallado [flores, casas]. Mostrar cómo colorear dentro de las líneas usando crayolas gruesas. Dejar que los niños coloreen las figuras.";"Usar dibujos de animales o frutas para hacer la actividad más interesante.";"Introducir dibujos con múltiples elementos para desafiar a los niños";"45";"Guías con dibujos grandes de formas simples y otros más complejos, crayolas gruesas"
"38";"1";"Coloreado po Números";"Dar a cada niño una hoja con un dibujo dividido en secciones numeradas [1-3]. Asignar un color a cada número. Los niños colorean cada sección según el número.  Dar a cada niño una hoja con un dibujo dividido en secciones numeradas [1-5]. Asignar un color a cada número. Los niños colorean cada sección según el número.";"Usar solo tres colores para simplificar la actividad";"Introducir más números y colores a medida que los niños mejoren";"45";"Guías con dibujos divididos en secciones numeradas, crayolas gruesas"
"39";"1";"Recogida de Objetos Pequeños";"Mostrar a los niños cómo usar la pinza para recoger un pompón y colocarlo en el tarrito. Los niños practican recogiendo los pompones y colocándolos en los tarritos. Mostrar a los niños cómo usar la pinza para recoger un pompon y colocarla en el tarrito Los niños practican recogiendo los pompones y colocándolos en los tarritos.";"Usar pompones de diferentes colores y pide a los niños que clasifiquen los colores en diferentes tarritos";"Introducir chakiras de diferentes formas y tamaños para aumentar la dificultad";"45";"Pompones pequeños, pinzas grandes de plástico, tarritos con orificios de diferentes tamaños, chakiras"
"40";"1";"Pinza y Colocación de Botones";"Mostrar a los niños cómo usar la pinza para recoger un botón y colocarlo en un compartimento de la bandeja. Los niños practican recogiendo los botones y colocándolos en los compartimentos. Mostrar a los niños cómo usar la pinza para recoger una ficha y colocarla en un compartimento de la bandeja. Los niños practican recogiendo las fichas y colocándolas en los compartimentos.";"Usar botones de diferentes colores y formas para aumentar el interés.";"Introducir fichas con números o letras para aumentar el nivel de desafío";"45";"Botones grandes, fichas pequeñas, pinzas de plástico, bandeja con compartimentos"
"41";"1";"Dibujo en el Suelo";"Dar a cada niño un trozo de tiza de color. Permitir a los niños dibujar libremente en la pizarra o en el pavimento. Anima a los niños a dibujar formas, líneas y patrones. Dar a cada niño un trozo de tiza de color. Indicar a los niños que dibujen figuras específicas, como círculos, cuadrados y triángulos. Los niños deben seguir tus indicaciones y dibujar las formas.";"Tiza de colores, pizarra grande o pavimento";"Organizar un ""concurso de dibujos"" donde los niños muestren sus creaciones a los demás.";"45";"Tiza de colores, pizarra grande o pavimento"
"42";"1";"Juego de Tapas y Frascos ";"Colocar los frascos y sus tapas en una bandeja. Mostrar a los niños cómo abrir y cerrar las tapas. Anima al niño a probar por sí mismo. Dejar que los niños abran los frascos, explorar el contenido y luego los cierre nuevamente.";"Desarrollar la motricidad fina y la coordinación ojo-mano";"Fomentar la curiosidad y la destreza manual";"45";"Frascos pequeños con tapas de rosca de diferentes tamaños, Varios frascos con contenidos diferentes [granos, botones, etc.]"
"43";"1";"Recipientes de Colores";"Pedirle a los niños que abran y cierren los recipientes según el color que se le indique. Dejar que losl niños abran los recipientes y clasifiquen los objetos según el color del recipiente.";"Reforzar la coordinación motora y el reconocimiento de colores";"Mejorar la coordinación y la capacidad de clasificación";"45";"Recipientes de diferentes colores con tapas de rosca, Recipientes con objetos pequeños de colores a juego"
"44";"1";"Transferencias con Pinza";"Colocar los objetos en un recipiente y mostrarle a los niños cómo transferirlos con las pinzas a otro recipiente. Igual que en el nivel 1, pero con pinzas y objetos más pequeños para aumentar la dificultad.";"Desarrollar la destreza manual y la coordinación ojo-mano";"Mejorar la precisión y la motricidad fina";"45";"Pinzas grandes y objetos pequeños [bolitas de algodón, pompones], Pinzas más pequeñas y objetos más pequeños [cuentas, frijoles]"
"45";"1";"Clasificación de Colores";"Mostrar a los niños cómo usar las pinzas para transferir objetos de un color específico a un recipiente. Dejar que los niños clasifiquen y transfieran los objetos de diferentes colores a sus respectivos recipientes usando las pinzas.";"Fomentar la coordinación y la discriminación de colores";"Mejorar la clasificación y la destreza manual";"45";"Pinzas grandes, recipientes y objetos de diferentes colores [pompones, botones], "
"46";"1";"Limpieza de Mesas";"Mostrar a los niños cómo mojar la esponja y limpiar una pequeña superficie de la mesa. Permitir que los niños mojen la esponja, expriman el exceso de agua y limpien la mesa de forma más autónoma.";"Introducir al niño en tareas domésticas simples y desarrollar la coordinación";"Mejorar la independencia y la habilidad para realizar tareas domésticas";"45";"Esponja pequeña, recipiente con agua, Esponja y una pequeña botella de agua con un poco de jabón [diluido]"
"47";"1";"Juego de Limpieza";"Pedirle a los niños que limpien una pequeña parte de la mesa con el trapo húmedo Mostrarle a los niños cómo rociar un poco de agua sobre la superficie y luego limpiar con el trapo.";"Fomentar la participación en tareas del hogar y la coordinación motora";"Desarrollar la motricidad fina y la capacidad de realizar tareas secuenciales";"45";"Trapo húmedo y un área designada para limpiar. Trapo y una pequeña botella de spray con agua."
"48";"1";"Regado de Plantas";"Mostrar a los niños cómo sostener la regadera y verter un poco de agua sobre una planta. Dejar que los niños rieguen varias plantas por su cuenta, supervisando para asegurar que no exceda la cantidad de agua.";"Introducir el cuidado de las plantas y la coordinación mano-ojo";"Fomentar la independencia y el cuidado del medio ambiente";"45";"Regadera pequeña o jarra con agua, varias plantas pequeñas"
